
dmconfig.dll:     file format pei-i386
dmconfig.dll
architecture: i386, flags 0x0000010b:
HAS_RELOC, EXEC_P, HAS_DEBUG, D_PAGED
start address 0x6cc6aaa0

Characteristics 0x210e
	executable
	line numbers stripped
	symbols stripped
	32 bit words
	DLL

Time/Date		Sat Aug 25 04:37:35 2001
Magic			010b	(PE32)
MajorLinkerVersion	7
MinorLinkerVersion	0
SizeOfCode		0004c600
SizeOfInitializedData	0007fc00
SizeOfUninitializedData	00000000
AddressOfEntryPoint	0002aaa0
BaseOfCode		00001000
BaseOfData		0004e000
ImageBase		6cc40000
SectionAlignment	00001000
FileAlignment		00000200
MajorOSystemVersion	5
MinorOSystemVersion	1
MajorImageVersion	5
MinorImageVersion	1
MajorSubsystemVersion	4
MinorSubsystemVersion	0
Win32Version		00000000
SizeOfImage		000cf000
SizeOfHeaders		00000400
CheckSum		000510a4
Subsystem		00000003	(Windows CUI)
DllCharacteristics	00000000
SizeOfStackReserve	00040000
SizeOfStackCommit	00001000
SizeOfHeapReserve	00100000
SizeOfHeapCommit	00001000
LoaderFlags		00000000
NumberOfRvaAndSizes	00000010

The Data Directory
Entry 0 0004d430 00000062 Export Directory [.edata (or where ever we found it)]
Entry 1 0004c9b8 000000a0 Import Directory [parts of .idata]
Entry 2 000cb000 000004a8 Resource Directory [.rsrc]
Entry 3 00000000 00000000 Exception Directory [.pdata]
Entry 4 00000000 00000000 Security Directory
Entry 5 000cc000 00001e6c Base Relocation Directory [.reloc]
Entry 6 00001230 0000001c Debug Directory
Entry 7 00000000 00000000 Description Directory
Entry 8 00000000 00000000 Special Directory
Entry 9 00000000 00000000 Thread Storage Directory [.tls]
Entry a 00000000 00000000 Load Configuration Directory
Entry b 00000280 00000098 Bound Import Directory
Entry c 00001000 0000021c Import Address Table Directory
Entry d 00000000 00000000 Delay Import Directory
Entry e 00000000 00000000 CLR Runtime Header
Entry f 00000000 00000000 Reserved

There is an import table in .text at 0x6cc8c9b8

The Import Tables (interpreted .text section contents)
 vma:            Hint    Time      Forward  DLL       First
                 Table   Stamp     Chain    Name      Thunk
 0004c9b8	0004cb38 ffffffff ffffffff 0004ce4e 000010e0

	DLL Name: msvcrt.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d3d8	  802  vsprintf	77becce7
	reloc   62 offset  bac [1bac] HIGHLOW
	reloc   63 offset  bb4 [1bb4] HIGHLOW
	reloc   64 offset  bbc [1bbc] HIGHLOW
	reloc   65 offset  bc4 [1bc4] HIGHLOW
	reloc   66 offset  bcc [1bcc] HIGHLOW
	reloc   67 offset  bd4 [1bd4] HIGHLOW
	reloc   68 offset  bdc [1bdc] HIGHLOW
	reloc   69 offset  be4 [1be4] HIGHLOW
	reloc   70 offset  bec [1bec] HIGHLOW
	reloc   71 offset  bf4 [1bf4] HIGHLOW
	reloc   72 offset  bfc [1bfc] HIGHLOW
	reloc   73 offset  c04 [1c04] HIGHLOW
	reloc   74 offset  c0c [1c0c] HIGHLOW
	reloc   75 offset  c14 [1c14] HIGHLOW
	reloc   76 offset  c1c [1c1c] HIGHLOW
	reloc   77 offset  c24 [1c24] HIGHLOW
	reloc   78 offset  c2c [1c2c] HIGHLOW
	reloc   79 offset  c34 [1c34] HIGHLOW
	reloc   80 offset  c3c [1c3c] HIGHLOW
	reloc   81 offset  c44 [1c44] HIGHLOW
	reloc   82 offset  c4c [1c4c] HIGHLOW
	reloc   83 offset  c54 [1c54] HIGHLOW
	reloc   84 offset  c5c [1c5c] HIGHLOW
	reloc   85 offset  c64 [1c64] HIGHLOW
	reloc   86 offset  c6c [1c6c] HIGHLOW
	reloc   87 offset  c74 [1c74] HIGHLOW
	reloc   88 offset  c7c [1c7c] HIGHLOW
	reloc   89 offset  c84 [1c84] HIGHLOW
	reloc   90 offset  c8c [1c8c] HIGHLOW
	reloc   91 offset  c94 [1c94] HIGHLOW
	reloc   92 offset  c9c [1c9c] HIGHLOW
	reloc   93 offset  ca4 [1ca4] HIGHLOW
	reloc   94 offset  cac [1cac] HIGHLOW
	reloc   95 offset  cb4 [1cb4] HIGHLOW
	reloc   96 offset  cbc [1cbc] HIGHLOW
	reloc   97 offset  cc4 [1cc4] HIGHLOW
	reloc   98 offset  ccc [1ccc] HIGHLOW
	reloc   99 offset  cd4 [1cd4] HIGHLOW
	reloc  100 offset  cdc [1cdc] HIGHLOW
	reloc  101 offset  ce4 [1ce4] HIGHLOW
	reloc  102 offset  cec [1cec] HIGHLOW
	reloc  103 offset  cf4 [1cf4] HIGHLOW
	reloc  104 offset  cfc [1cfc] HIGHLOW
	reloc  105 offset  d04 [1d04] HIGHLOW
	reloc  106 offset  d0c [1d0c] HIGHLOW
	reloc  107 offset  d14 [1d14] HIGHLOW
	reloc  108 offset  d1c [1d1c] HIGHLOW
	reloc  109 offset  d24 [1d24] HIGHLOW
	reloc  110 offset  d2c [1d2c] HIGHLOW
	reloc  111 offset  d34 [1d34] HIGHLOW
	reloc  112 offset  d3c [1d3c] HIGHLOW
	reloc  113 offset  d44 [1d44] HIGHLOW
	reloc  114 offset  d4c [1d4c] HIGHLOW
	reloc  115 offset  d54 [1d54] HIGHLOW
	reloc  116 offset  d5c [1d5c] HIGHLOW
	reloc  117 offset  d64 [1d64] HIGHLOW
	reloc  118 offset  d6c [1d6c] HIGHLOW
	reloc  119 offset  d74 [1d74] HIGHLOW
	reloc  120 offset  d7c [1d7c] HIGHLOW
	reloc  121 offset  d84 [1d84] HIGHLOW
	reloc  122 offset  d8c [1d8c] HIGHLOW
	reloc  123 offset  d94 [1d94] HIGHLOW
	reloc  124 offset  d9c [1d9c] HIGHLOW
	reloc  125 offset  da4 [1da4] HIGHLOW
	reloc  126 offset  dac [1dac] HIGHLOW
	reloc  127 offset  db4 [1db4] HIGHLOW
	reloc  128 offset  dbc [1dbc] HIGHLOW
	reloc  129 offset  dc4 [1dc4] HIGHLOW
	reloc  130 offset  dcc [1dcc] HIGHLOW
	reloc  131 offset  dd4 [1dd4] HIGHLOW
	reloc  132 offset  ddc [1ddc] HIGHLOW
	reloc  133 offset  de4 [1de4] HIGHLOW
	reloc  134 offset  dec [1dec] HIGHLOW
	reloc  135 offset  df4 [1df4] HIGHLOW
	reloc  136 offset  dfc [1dfc] HIGHLOW
	reloc  137 offset  e04 [1e04] HIGHLOW
	reloc  138 offset  e0c [1e0c] HIGHLOW
	reloc  139 offset  e14 [1e14] HIGHLOW
	reloc  140 offset  e1c [1e1c] HIGHLOW
	reloc  141 offset  e24 [1e24] HIGHLOW
	reloc  142 offset  e2c [1e2c] HIGHLOW
	reloc  143 offset  e34 [1e34] HIGHLOW
	reloc  144 offset  e3c [1e3c] HIGHLOW
	reloc  145 offset  e44 [1e44] HIGHLOW
	reloc  146 offset  e4c [1e4c] HIGHLOW
	reloc  147 offset  e54 [1e54] HIGHLOW
	reloc  148 offset  e5c [1e5c] HIGHLOW
	reloc  149 offset  e64 [1e64] HIGHLOW
	reloc  150 offset  e6c [1e6c] HIGHLOW
	reloc  151 offset  e74 [1e74] HIGHLOW
	reloc  152 offset  e7c [1e7c] HIGHLOW
	reloc  153 offset  e84 [1e84] HIGHLOW
	reloc  154 offset  e8c [1e8c] HIGHLOW
	reloc  155 offset  e94 [1e94] HIGHLOW
	reloc  156 offset  e9c [1e9c] HIGHLOW
	reloc  157 offset  ea4 [1ea4] HIGHLOW
	reloc  158 offset  eac [1eac] HIGHLOW
	reloc  159 offset  eb4 [1eb4] HIGHLOW
	reloc  160 offset  ebc [1ebc] HIGHLOW
	reloc  161 offset  ec4 [1ec4] HIGHLOW
	reloc  162 offset  ecc [1ecc] HIGHLOW
	reloc  163 offset  ed4 [1ed4] HIGHLOW
	reloc  164 offset  edc [1edc] HIGHLOW
	reloc  165 offset  ee4 [1ee4] HIGHLOW
	reloc  166 offset  eec [1eec] HIGHLOW
	reloc  167 offset  ef4 [1ef4] HIGHLOW
	reloc  168 offset  efc [1efc] HIGHLOW
	reloc  169 offset  f04 [1f04] HIGHLOW
	reloc  170 offset  f0c [1f0c] HIGHLOW
	reloc  171 offset  f14 [1f14] HIGHLOW
	reloc  172 offset  f1c [1f1c] HIGHLOW
	reloc  173 offset  f24 [1f24] HIGHLOW
	reloc  174 offset  f2c [1f2c] HIGHLOW
	reloc  175 offset  f34 [1f34] HIGHLOW
	reloc  176 offset  f3c [1f3c] HIGHLOW
	reloc  177 offset    0 [1000] ABSOLUTE

Virtual Address: 00004000 Chunk size 64 (0x40) Number of fixups 28
	reloc    0 offset  638 [4638] HIGHLOW
	reloc    1 offset  63c [463c] HIGHLOW
	reloc    2 offset  64c [464c] HIGHLOW
	reloc    3 offset  650 [4650] HIGHLOW
	reloc    4 offset  660 [4660] HIGHLOW
	reloc    5 offset  664 [4664] HIGHLOW
	reloc    6 offset  688 [4688] HIGHLOW
	reloc    7 offset  68c [468c] HIGHLOW
	reloc    8 offset  69c [469c] HIGHLOW
	reloc    9 offset  6a0 [46a0] HIGHLOW
	reloc   10 offset  6b0 [46b0] HIGHLOW
	reloc   11 offset  6b4 [46b4] HIGHLOW
	reloc   12 offset  6c4 [46c4] HIGHLOW
	reloc   13 offset  6c8 [46c8] HIGHLOW
	reloc   14 offset  6d8 [46d8] HIGHLOW
	reloc   15 offset  6dc [46dc] HIGHLOW
	reloc   16 offset  6ec [46ec] HIGHLOW
	reloc   17 offset  6f0 [46f0] HIGHLOW
	reloc   18 offset  700 [4700] HIGHLOW
	reloc   19 offset  704 [4704] HIGHLOW
	reloc   20 offset  714 [4714] HIGHLOW
	reloc   21 offset  718 [4718] HIGHLOW
	reloc   22 offset  728 [4728] HIGHLOW
	reloc   23 offset  72c [472c] HIGHLOW
	reloc   24 offset  73c [473c] HIGHLOW
	reloc   25 offset  740 [4740] HIGHLOW
	reloc   26 offset  750 [4750] HIGHLOW
	reloc   27 offset  754 [4754] HIGHLOW

Virtual Address: 00008000 Chunk size 88 (0x58) Number of fixups 40
	reloc    0 offset  9f8 [89f8] HIGHLOW
	reloc    1 offset  9fc [89fc] HIGHLOW
	reloc    2 offset  a0c [8a0c] HIGHLOW
	reloc    3 offset  a10 [8a10] HIGHLOW
	reloc    4 offset  a20 [8a20] HIGHLOW
	reloc    5 offset  a24 [8a24] HIGHLOW
	reloc    6 offset  a34 [8a34] HIGHLOW
	reloc    7 offset  a38 [8a38] HIGHLOW
	reloc    8 offset  a48 [8a48] HIGHLOW
	reloc    9 offset  a4c [8a4c] HIGHLOW
	reloc   10 offset  a5c [8a5c] HIGHLOW
	reloc   11 offset  a60 [8a60] HIGHLOW
	reloc   12 offset  a70 [8a70] HIGHLOW
	reloc   13 offset  a74 [8a74] HIGHLOW
	reloc   14 offset  a84 [8a84] HIGHLOW
	reloc   15 offset  a88 [8a88] HIGHLOW
	reloc   16 offset  a98 [8a98] HIGHLOW
	reloc   17 offset  a9c [8a9c] HIGHLOW
	reloc   18 offset  aac [8aac] HIGHLOW
	reloc   19 offset  ab0 [8ab0] HIGHLOW
	reloc   20 offset  ac0 [8ac0] HIGHLOW
	reloc   21 offset  ac4 [8ac4] HIGHLOW
	reloc   22 offset  ad4 [8ad4] HIGHLOW
	reloc   23 offset  ad8 [8ad8] HIGHLOW
	reloc   24 offset  ae8 [8ae8] HIGHLOW
	reloc   25 offset  aec [8aec] HIGHLOW
	reloc   26 offset  afc [8afc] HIGHLOW
	reloc   27 offset  b00 [8b00] HIGHLOW
	reloc   28 offset  b10 [8b10] HIGHLOW
	reloc   29 offset  b14 [8b14] HIGHLOW
	reloc   30 offset  b24 [8b24] HIGHLOW
	reloc   31 offset  b28 [8b28] HIGHLOW
	reloc   32 offset  b38 [8b38] HIGHLOW
	reloc   33 offset  b3c [8b3c] HIGHLOW
	reloc   34 offset  b4c [8b4c] HIGHLOW
	reloc   35 offset  b50 [8b50] HIGHLOW
	reloc   36 offset  b60 [8b60] HIGHLOW
	reloc   37 offset  b64 [8b64] HIGHLOW
	reloc   38 offset  b74 [8b74] HIGHLOW
	reloc   39 offset  b78 [8b78] HIGHLOW

Virtual Address: 00009000 Chunk size 104 (0x68) Number of fixups 48
	reloc    0 offset  624 [9624] HIGHLOW
	reloc    1 offset  630 [9630] HIGHLOW
	reloc    2 offset  63c [963c] HIGHLOW
	reloc    3 offset  648 [9648] HIGHLOW
	reloc    4 offset  654 [9654] HIGHLOW
	reloc    5 offset  660 [9660] HIGHLOW
	reloc    6 offset  66c [966c] HIGHLOW
	reloc    7 offset  6a4 [96a4] HIGHLOW
	reloc    8 offset  6b0 [96b0] HIGHLOW
	reloc    9 offset  6bc [96bc] HIGHLOW
	reloc   10 offset  6c8 [96c8] HIGHLOW
	reloc   11 offset  6d4 [96d4] HIGHLOW
	reloc   12 offset  6e0 [96e0] HIGHLOW
	reloc   13 offset  6ec [96ec] HIGHLOW
	reloc   14 offset  6f8 [96f8] HIGHLOW
	reloc   15 offset  724 [9724] HIGHLOW
	reloc   16 offset  730 [9730] HIGHLOW
	reloc   17 offset  73c [973c] HIGHLOW
	reloc   18 offset  748 [9748] HIGHLOW
	reloc   19 offset  754 [9754] HIGHLOW
	reloc   20 offset  760 [9760] HIGHLOW
	reloc   21 offset  76c [976c] HIGHLOW
	reloc   22 offset  778 [9778] HIGHLOW
	reloc   23 offset  784 [9784] HIGHLOW
	reloc   24 offset  7a4 [97a4] HIGHLOW
	reloc   25 offset  7b0 [97b0] HIGHLOW
	reloc   26 offset  824 [9824] HIGHLOW
	reloc   27 offset  830 [9830] HIGHLOW
	reloc   28 offset  83c [983c] HIGHLOW
	reloc   29 offset  848 [9848] HIGHLOW
	reloc   30 offset  854 [9854] HIGHLOW
	reloc   31 offset  860 [9860] HIGHLOW
	reloc   32 offset  86c [986c] HIGHLOW
	reloc   33 offset  878 [9878] HIGHLOW
	reloc   34 offset  8a4 [98a4] HIGHLOW
	reloc   35 offset  924 [9924] HIGHLOW
	reloc   36 offset  9a4 [99a4] HIGHLOW
	reloc   37 offset  9b0 [99b0] HIGHLOW
	reloc   38 offset  9bc [99bc] HIGHLOW
	reloc   39 offset  a24 [9a24] HIGHLOW
	reloc   40 offset  a30 [9a30] HIGHLOW
	reloc   41 offset  a3c [9a3c] HIGHLOW
	reloc   42 offset  aa4 [9aa4] HIGHLOW
	reloc   43 offset  b24 [9b24] HIGHLOW
	reloc   44 offset  ba4 [9ba4] HIGHLOW
	reloc   45 offset  c24 [9c24] HIGHLOW
	reloc   46 offset  ca4 [9ca4] HIGHLOW
	reloc   47 offset  d24 [9d24] HIGHLOW

Virtual Address: 0000a000 Chunk size 24 (0x18) Number of fixups 8
