
mlang.dll:     file format pei-i386
mlang.dll
architecture: i386, flags 0x0000010b:
HAS_RELOC, EXEC_P, HAS_DEBUG, D_PAGED
start address 0x74cd136f

Characteristics 0x210e
	executable
	line numbers stripped
	symbols stripped
	32 bit words
	DLL

Time/Date		Mon Apr 14 11:24:47 2008
Magic			010b	(PE32)
MajorLinkerVersion	7
MinorLinkerVersion	10
SizeOfCode		00021000
SizeOfInitializedData	0006e000
SizeOfUninitializedData	00000000
AddressOfEntryPoint	0000136f
BaseOfCode		00001000
BaseOfData		00022000
ImageBase		74cd0000
SectionAlignment	00001000
FileAlignment		00000200
MajorOSystemVersion	5
MinorOSystemVersion	1
MajorImageVersion	5
MinorImageVersion	1
MajorSubsystemVersion	4
MinorSubsystemVersion	0
Win32Version		00000000
SizeOfImage		00091000
SizeOfHeaders		00000400
CheckSum		00098ae6
Subsystem		00000002	(Windows GUI)
DllCharacteristics	00000000
SizeOfStackReserve	00040000
SizeOfStackCommit	00001000
SizeOfHeapReserve	00100000
SizeOfHeapCommit	00001000
LoaderFlags		00000000
NumberOfRvaAndSizes	00000010

The Data Directory
Entry 0 000015ac 000001d6 Export Directory [.edata (or where ever we found it)]
Entry 1 00021208 000000a0 Import Directory [parts of .idata]
Entry 2 00027000 00067448 Resource Directory [.rsrc]
Entry 3 00000000 00000000 Exception Directory [.pdata]
Entry 4 00000000 00000000 Security Directory
Entry 5 0008f000 00001fe8 Base Relocation Directory [.reloc]
Entry 6 00021e24 00000038 Debug Directory
Entry 7 00000000 00000000 Description Directory
Entry 8 00000000 00000000 Special Directory
Entry 9 00000000 00000000 Thread Storage Directory [.tls]
Entry a 00009f98 00000040 Load Configuration Directory
Entry b 00000288 000000a4 Bound Import Directory
Entry c 00001000 00000234 Import Address Table Directory
Entry d 00000000 00000000 Delay Import Directory
Entry e 00000000 00000000 CLR Runtime Header
Entry f 00000000 00000000 Reserved

There is an import table in .text at 0x74cf1208

The Import Tables (interpreted .text section contents)
 vma:            Hint    Time      Forward  DLL       First
                 Table   Stamp     Chain    Name      Thunk
 00021208	000212fc ffffffff ffffffff 000212a8 00001000

	DLL Name: ADVAPI32.dll
	vma:  Hint/Ord Member-Name Bound-To
	21530	  485  RegOpenKeyExW	77d86a9f
	reloc   98 offset  932 [1932] HIGHLOW
	reloc   99 offset  938 [1938] HIGHLOW
	reloc  100 offset  93f [193f] HIGHLOW
	reloc  101 offset  946 [1946] HIGHLOW
	reloc  102 offset  94d [194d] HIGHLOW
	reloc  103 offset  952 [1952] HIGHLOW
	reloc  104 offset  978 [1978] HIGHLOW
	reloc  105 offset  9b9 [19b9] HIGHLOW
	reloc  106 offset  9fa [19fa] HIGHLOW
	reloc  107 offset  a34 [1a34] HIGHLOW
	reloc  108 offset  a7d [1a7d] HIGHLOW
	reloc  109 offset  a90 [1a90] HIGHLOW
	reloc  110 offset  aa2 [1aa2] HIGHLOW
	reloc  111 offset  ac6 [1ac6] HIGHLOW
	reloc  112 offset  aec [1aec] HIGHLOW
	reloc  113 offset  b06 [1b06] HIGHLOW
	reloc  114 offset  b13 [1b13] HIGHLOW
	reloc  115 offset  b22 [1b22] HIGHLOW
	reloc  116 offset  b2c [1b2c] HIGHLOW
	reloc  117 offset  b32 [1b32] HIGHLOW
	reloc  118 offset  b39 [1b39] HIGHLOW
	reloc  119 offset  b40 [1b40] HIGHLOW
	reloc  120 offset  b47 [1b47] HIGHLOW
	reloc  121 offset  b4c [1b4c] HIGHLOW
	reloc  122 offset  b6f [1b6f] HIGHLOW
	reloc  123 offset  bbc [1bbc] HIGHLOW
	reloc  124 offset  bdc [1bdc] HIGHLOW
	reloc  125 offset  be5 [1be5] HIGHLOW
	reloc  126 offset  bee [1bee] HIGHLOW
	reloc  127 offset  c05 [1c05] HIGHLOW
	reloc  128 offset  c0b [1c0b] HIGHLOW
	reloc  129 offset  c21 [1c21] HIGHLOW
	reloc  130 offset  c26 [1c26] HIGHLOW
	reloc  131 offset  c2d [1c2d] HIGHLOW
	reloc  132 offset  c33 [1c33] HIGHLOW
	reloc  133 offset  c44 [1c44] HIGHLOW
	reloc  134 offset  c57 [1c57] HIGHLOW
	reloc  135 offset  c63 [1c63] HIGHLOW
	reloc  136 offset  c84 [1c84] HIGHLOW
	reloc  137 offset  c8b [1c8b] HIGHLOW
	reloc  138 offset  ca0 [1ca0] HIGHLOW
	reloc  139 offset  cb5 [1cb5] HIGHLOW
	reloc  140 offset  ccc [1ccc] HIGHLOW
	reloc  141 offset  cd9 [1cd9] HIGHLOW
	reloc  142 offset  cde [1cde] HIGHLOW
	reloc  143 offset  ce3 [1ce3] HIGHLOW
	reloc  144 offset  cf0 [1cf0] HIGHLOW
	reloc  145 offset  cfb [1cfb] HIGHLOW
	reloc  146 offset  d00 [1d00] HIGHLOW
	reloc  147 offset  d19 [1d19] HIGHLOW
	reloc  148 offset  d1e [1d1e] HIGHLOW
	reloc  149 offset  d32 [1d32] HIGHLOW
	reloc  150 offset  d45 [1d45] HIGHLOW
	reloc  151 offset  d60 [1d60] HIGHLOW
	reloc  152 offset  d7b [1d7b] HIGHLOW
	reloc  153 offset  d8f [1d8f] HIGHLOW
	reloc  154 offset  d97 [1d97] HIGHLOW
	reloc  155 offset  da7 [1da7] HIGHLOW
	reloc  156 offset  db2 [1db2] HIGHLOW
	reloc  157 offset  dbd [1dbd] HIGHLOW
	reloc  158 offset  ddb [1ddb] HIGHLOW
	reloc  159 offset  dff [1dff] HIGHLOW
	reloc  160 offset  e1e [1e1e] HIGHLOW
	reloc  161 offset  e2b [1e2b] HIGHLOW
	reloc  162 offset  e50 [1e50] HIGHLOW
	reloc  163 offset  e65 [1e65] HIGHLOW
	reloc  164 offset  e8f [1e8f] HIGHLOW
	reloc  165 offset  e9c [1e9c] HIGHLOW
	reloc  166 offset  ea9 [1ea9] HIGHLOW
	reloc  167 offset  eb5 [1eb5] HIGHLOW
	reloc  168 offset  ec2 [1ec2] HIGHLOW
	reloc  169 offset  ecc [1ecc] HIGHLOW
	reloc  170 offset  ede [1ede] HIGHLOW
	reloc  171 offset  ee9 [1ee9] HIGHLOW
	reloc  172 offset  efa [1efa] HIGHLOW
	reloc  173 offset  f06 [1f06] HIGHLOW
	reloc  174 offset  f17 [1f17] HIGHLOW
	reloc  175 offset  f2c [1f2c] HIGHLOW
	reloc  176 offset  f3b [1f3b] HIGHLOW
	reloc  177 offset  f48 [1f48] HIGHLOW
	reloc  178 offset  f6f [1f6f] HIGHLOW
	reloc  179 offset  f73 [1f73] HIGHLOW
	reloc  180 offset  f77 [1f77] HIGHLOW
	reloc  181 offset  f7b [1f7b] HIGHLOW
	reloc  182 offset  f7f [1f7f] HIGHLOW
	reloc  183 offset  f83 [1f83] HIGHLOW
	reloc  184 offset  f87 [1f87] HIGHLOW
	reloc  185 offset  f8b [1f8b] HIGHLOW
	reloc  186 offset  f8f [1f8f] HIGHLOW
	reloc  187 offset  f93 [1f93] HIGHLOW
	reloc  188 offset  f97 [1f97] HIGHLOW
	reloc  189 offset  f9b [1f9b] HIGHLOW
	reloc  190 offset  f9f [1f9f] HIGHLOW
	reloc  191 offset  fa3 [1fa3] HIGHLOW
	reloc  192 offset  fa7 [1fa7] HIGHLOW
	reloc  193 offset  fab [1fab] HIGHLOW
	reloc  194 offset  faf [1faf] HIGHLOW
	reloc  195 offset  fb3 [1fb3] HIGHLOW
	reloc  196 offset  fb7 [1fb7] HIGHLOW
	reloc  197 offset  fbb [1fbb] HIGHLOW
	reloc  198 offset  fbf [1fbf] HIGHLOW
	reloc  199 offset  fc3 [1fc3] HIGHLOW
	reloc  200 offset  fc7 [1fc7] HIGHLOW
	reloc  201 offset  fcb [1fcb] HIGHLOW
	reloc  202 offset  fcf [1fcf] HIGHLOW
	reloc  203 offset  fd3 [1fd3] HIGHLOW
	reloc  204 offset  fd7 [1fd7] HIGHLOW
	reloc  205 offset  fdb [1fdb] HIGHLOW
	reloc  206 offset  fdf [1fdf] HIGHLOW
	reloc  207 offset  fe3 [1fe3] HIGHLOW
	reloc  208 offset  fe7 [1fe7] HIGHLOW
	reloc  209 offset  feb [1feb] HIGHLOW
	reloc  210 offset  fef [1fef] HIGHLOW
	reloc  211 offset  ff3 [1ff3] HIGHLOW
	reloc  212 offset  ff7 [1ff7] HIGHLOW
	reloc  213 offset    0 [1000] ABSOLUTE

Virtual Address: 00002000 Chunk size 460 (0x1cc) Number of fixups 226
	reloc    0 offset   a0 [20a0] HIGHLOW
	reloc    1 offset   b6 [20b6] HIGHLOW
	reloc    2 offset  100 [2100] HIGHLOW
	reloc    3 offset  119 [2119] HIGHLOW
	reloc    4 offset  179 [2179] HIGHLOW
	reloc    5 offset  1b7 [21b7] HIGHLOW
	reloc    6 offset  1db [21db] HIGHLOW
	reloc    7 offset  1f1 [21f1] HIGHLOW
	reloc    8 offset  208 [2208] HIGHLOW
	reloc    9 offset  212 [2212] HIGHLOW
	reloc   10 offset  21f [221f] HIGHLOW
	reloc   11 offset  256 [2256] HIGHLOW
	reloc   12 offset  279 [2279] HIGHLOW
	reloc   13 offset  2a0 [22a0] HIGHLOW
	reloc   14 offset  2d2 [22d2] HIGHLOW
	reloc   15 offset  2dc [22dc] HIGHLOW
	reloc   16 offset  2e2 [22e2] HIGHLOW
	reloc   17 offset  2e9 [22e9] HIGHLOW
	reloc   18 offset  2f0 [22f0] HIGHLOW
	reloc   19 offset  2f7 [22f7] HIGHLOW
	reloc   20 offset  2fc [22fc] HIGHLOW
	reloc   21 offset  378 [2378] HIGHLOW
	reloc   22 offset  3b7 [23b7] HIGHLOW
	reloc   23 offset  3db [23db] HIGHLOW
	reloc   24 offset  3e5 [23e5] HIGHLOW
	reloc   25 offset  3eb [23eb] HIGHLOW
	reloc   26 offset  3f2 [23f2] HIGHLOW
	reloc   27 offset  3f9 [23f9] HIGHLOW
	reloc   28 offset  400 [2400] HIGHLOW
	reloc   29 offset  405 [2405] HIGHLOW
	reloc   30 offset  438 [2438] HIGHLOW
	reloc   31 offset  43c [243c] HIGHLOW
	reloc   32 offset  440 [2440] HIGHLOW
	reloc   33 offset  444 [2444] HIGHLOW
	reloc   34 offset  448 [2448] HIGHLOW
	reloc   35 offset  44c [244c] HIGHLOW
	reloc   36 offset  450 [2450] HIGHLOW
	reloc   37 offset  454 [2454] HIGHLOW
	reloc   38 offset  458 [2458] HIGHLOW
	reloc   39 offset  45c [245c] HIGHLOW
	reloc   40 offset  460 [2460] HIGHLOW
	reloc   41 offset  464 [2464] HIGHLOW
	reloc   42 offset  468 [2468] HIGHLOW
	reloc   43 offset  46c [246c] HIGHLOW
	reloc   44 offset  470 [2470] HIGHLOW
	reloc   45 offset  474 [2474] HIGHLOW
	reloc   46 offset  478 [2478] HIGHLOW
	reloc   47 offset  47c [247c] HIGHLOW
	reloc   48 offset  480 [2480] HIGHLOW
	reloc   49 offset  484 [2484] HIGHLOW
	reloc   50 offset  488 [2488] HIGHLOW
	reloc   51 offset  48c [248c] HIGHLOW
	reloc   52 offset  490 [2490] HIGHLOW
	reloc   53 offset  494 [2494] HIGHLOW
	reloc   54 offset  498 [2498] HIGHLOW
	reloc   55 offset  49c [249c] HIGHLOW
	reloc   56 offset  4a0 [24a0] HIGHLOW
	reloc   57 offset  4a4 [24a4] HIGHLOW
	reloc   58 offset  4a8 [24a8] HIGHLOW
	reloc   59 offset  4ac [24ac] HIGHLOW
	reloc   60 offset  4b0 [24b0] HIGHLOW
	reloc   61 offset  4b4 [24b4] HIGHLOW
	reloc   62 offset  4b8 [24b8] HIGHLOW
	reloc   63 offset  4bc [24bc] HIGHLOW
	reloc   64 offset  4c0 [24c0] HIGHLOW
	reloc   65 offset  4c4 [24c4] HIGHLOW
	reloc   66 offset  4c8 [24c8] HIGHLOW
	reloc   67 offset  4cc [24cc] HIGHLOW
	reloc   68 offset  4d0 [24d0] HIGHLOW
